"Property Name",,"vi-VN","Node Path","Description"
"Value","The database version is greater than the application version. The application needs to be updated. Please contact your system administrator or download a new version.\r\nAdditional information: the local version {0} of module '{1}' is smaller than version {2} in the database.","Phiên bản cơ sở dữ liệu lớn hơn phiên bản ứng dụng. Ứng dụng này cần được cập nhật. Vui lòng liên hệ quản trị hệ thống của bạn hoặc tải về một phiên bản mới.\r\nThông tin thêm: phiên bản tại máy {0} của module '{1}' là nhỏ hơn so với phiên bản {2} trong cơ sở dữ liệu.","Localization\Exceptions\SystemExceptions\CompatibilityApplicationIsOldError",
"Value","The database version is older than the application version. The database needs to be updated.","Phiên bản của cơ sở dữ liệu cũ hơn so với ứng dụng. Cơ sở dữ liệu cần được cập nhật.","Localization\Exceptions\SystemExceptions\CompatibilityDatabaseIsOldError",
"Value","Config file '{0}' doesn't exists","Tệp cấu hình {0} không tồn tại","Localization\Exceptions\SystemExceptions\ConfigFileDoesNotExists",
"Value","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","Localization\Exceptions\SystemExceptions\ConfigFileHasNoModuleNames",
"Value","Unable to set '{0}' property. Current object is not set","Không thiết lập được thuộc tính '{0}'. Đối tượng hiện tại không được thiết lập","Localization\Exceptions\SystemExceptions\CurrentObjectIsNotSet",
"Value","To avoid this error it's necessary to assign the CustomizePopupWindowParamsEventArgs.View property when handling the CustomizePopupWindowParams event. To accomplish this, create a View using the XafApplication.CreateDetailView/CreateListView methods. Please refer to the product's documentation for more detailed information on these classes and methods. If this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Để tránh lỗi này, điều cần thiết là gán thuộc tính CustomizePopupWindowParamsEventArgs.View khi xử lý sự kiện CustomizePopupWindowParams. Để thực hiện điều này, tạo một View sử dụng các phương thức XafApplication.CreateDetailView/CreateListView. Hãy tham khảo tài liệu của sản phẩm để biết thêm thông tin chi tiết về các lớp và phương thức này. Nếu điều này không giúp được gì, xin vui lòng liên hệ với nhóm Hỗ trợ của chúng tôi tại http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\CustomizePopupWindowParamsEventArgsViewIsNull",
"Value","A dataLayer already exists: '{0}'","Một dataLayer đã tồn tại: '{0}'","Localization\Exceptions\SystemExceptions\DataLayerAlreadyExists",
"Value","Dictionary path item parsing failed. There is a syntax error in expression '{0}'","Việc phân tích mục đường dẫn từ điển bị lỗi. Có một lỗi cú pháp trong biểu thức '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathItemParsingFailed",
"Value","Dictionary path parsing failed. There is a syntax error in expression '{0}'","Việc phân tích đường dẫn từ điển bị lỗi. Có một lỗi cú pháp trong biểu thức '{0}'","Localization\Exceptions\SystemExceptions\DictionaryPathParsingFailed",
"Value","Duplicate Component Identifier '{0}'","Nhận dạng Hợp phần bị trùng '{0}'","Localization\Exceptions\SystemExceptions\DuplicateComponentIdentifier",
"Value","Error occurs while adding the '{2}' custom property ('{0}' property type) to the '{1}' type: '{3}'","Lỗi xảy ra trong khi thêm thuộc tính tùy chỉnh '{2}' (kiểu thuộc tính '{0}') vào kiểu '{1}': '{3}'","Localization\Exceptions\SystemExceptions\ErrorOccursWhileAddingTheCustomProperty",
"Value","The following error occurred:","Có lỗi sau xảy ra:","Localization\Exceptions\SystemExceptions\ExceptionDialogLabel",
"Value","Column '{0}' does not exist in grid","Cột '{0}' không tồn tại trong lưới","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","Cột '{0}' đã tồn tại trong lưới","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","Không thể thiết lập thuộc tính EditMode. GridControl đã được tạo rồi","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Các tham số kết hợp không tương thích. PopupWindow có cùng ObjectSpace giống như View chính. Tuy nhiên, thuộc tính SaveOnAccept của DialogController của Popup Window được thiết lập là true. Sử dụng một ObjectSpace mới cho Popup Window được gọi hoặc đặt thuộc tính DialogController. SaveOnAccept là false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Tệp cấu hình được phân tích '{0}' không chứa nút '<add key=\Modules\""'""","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Đệ quy vô hạn được phát hiện: view chi tiết \{0}\"" được tạo {1} lần""","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Phiên bản ứng dụng không hợp lệ trên '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Kiểu giá trị không hợp lệ được gán cho hành động có tham số '{0}'. Thiết lập kiểu Int, String hoặc DateTime thay thế.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","Thuộc tính {0} của đối tượng {1} có một giá trị không hợp lệ của {2}. Khởi tạo thuộc tính với một giá trị liệt kê {3} hợp lệ trong phương thức AfterConstruction của lớp nghiệp vụ {4}.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' là mô tả tiền tố namespace không hợp lệ is not valid namespace prefix description","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Không thể tìm thấy đường dẫn ='{0}' cho nút '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Không thể tìm thấy SourceNode='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Đếm không chính xác: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor nên thực thi giao diện IDXPopupMenuHolder","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","Phương thức '{0}' nên được sử dụng","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Các module đã được nạp","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Các tên và giá trị của các tập nên có cùng độ dài","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Nút '{0}' chứa hai nút con với giá trị '{1}' trong thuộc tính chính. \r\n Nút 1: '{2}'\r\n Nút 2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Nút '{0}' không được tìm thấy","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","Tham số chỉ đọc '{0}' không được đăng ký trong ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Đối tượng không thể định dạng được bởi vì chuỗi định dạng được xác định là không hợp lệ: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Trang có thể chỉ chứa một thể hiển của điều khiển '{0}'","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Biểu thức lọc chứa tham số chỉ đọc '{0}' xung đột với thuộc tính '{0}' của lớp '{1}'. Để tham chiếu các tham số chỉ đọc, sử dụng cú pháp '@@{0}'. Để tham chiếu thuộc tính, sử dụng cú pháp '@this.{0}'.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Đối tượng đã được duyệt qua thuộc về một ObjectSpace khác. Lỗi này có thể xảy ra khi bạn thao tác đối tượng thông qua một ObjectSpace mà những đối tượng này không thuộc về về nó. Ví dụ, bạn có thể nhận được lỗi này khi sử dụng phương thức XafApplication.CreateDetailView trong trường hợp bạn đã duyệt qua một đối tượng có được từ nhà ObjectSpace khác với ObjectSpace được sử dụng như một tham số ở trong phương thức này. Để sửa lỗi này, bạn nên chắc chắn rằng tất cả các đối tượng bạn thao tác thuộc một ObjectSpace.\r\nTrong hầu hết các trường hợp, để tránh lỗi này hãy sử dụng các phương thức ObjectSpace.GetObject/GetObjectByKey để có được một đối tượng trong ObjectSpace đích.\r\nNếu điều này không giúp được gì, xin vui lòng liên hệ với nhóm Hỗ trợ của chúng tôi tại http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Quyền bị từ chối","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Quy trình bị hủy bỏ","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Không thể cập nhật được CriteriaWrapper bởi biểu thức lọc sử dụng các tham số động, nhưng đối tượng hiện thời là không xác định. Để cập nhật được CriteriaWrapper, hãy gọi phương thức UpdateParametersValues ​​(Object currentObject) và đưa vào đối tượng hiện thời như một tham số.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Mục tài nguyên với tên '{0}' không tìm thấy","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","Việc dọn dẹp RuleSet bị từ chối","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Biểu thức thuộc tính Source nên bắt đầu với '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Đường dẫn của thuộc tính Source nên bao gồm tên của một hoặc nhiều nút và tên của thuộc tính cuối cùng, được giới hạn bởi ký hiệu'\\': '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","Biểu thức SourceNode nên bắt đầu với '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Không tìm thấy TypeInfo cho kiểu '{0}'. Bạn nên đặt mẫu của bạn trong một module XAF, hoặc đăng ký nó bằng tay bằng cách sử dụng phương thức XafTypesInfo.Instance.FindTypeInfo (typeof ({0})).","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","Thành phần '{0}' không có mặt trong tập hợp các thành phần","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","Assembly '{0}' không tham chiếu đến assembly {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","Lớp '{0}' không tìm thấy trong BOModel","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","Thuộc tính ClassName của nút view được tham chiếu là rỗng:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","Thuộc tính ClassName của nút view được tham chiếu đề cập đến một kiểu khác. \r\nKiểu đối tượng tắt: {0}\r\nKiểu đối tượng nút View: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
