"Property Name",,"no","Node Path","Description"
"Value","Cannot set EditMode property. GridControl has been created already","Kan ikke angi EditMode-egenskapen. GridControl er allerede blitt opprettet","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Inkompatible parametre kombinasjon. PopupWindow har samme ObjectSpace som main View.  Men SaveOnAccept-egenskapen for popup-vinduets DialogController er satt til true. Bruk en ny ObjectSpace for det aktiverte popup-vinduet, eller sett DialogController. SaveOnAccept-egenskapen til false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Konfigurasjonsfilen {0} inneholder ikke  ' < add key = \ "" Modules\""' noden","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Uendelig rekursjon oppdaget: \""{0}\"" detaljvisning ble opprettet {1} ganger","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Ugyldig programversjon {0}","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Ugyldig verdi-type er tilordnet den parametriske handlingen {0}. Angi typen Int, String eller DateTime i stedet.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","{0}-objektets egenskap {1} har feil verdi for {2}. Initialisere egenskapen med en riktig {3} opplistingsverdi i businessklassen {4} sin AfterConstruction-metode.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","{0}' er ikke gyldig namespace prefix beskrivelse","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Det er umulig å finne path = '{0}' for noden '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Det er umulig å finne SourceNode ='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Feil antall: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor må implementere IDXPopupMenuHolder interface","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","Metoden '{0}' skal brukes","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Moduler er allerede lastet","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Names and values collections skal ha like lengder","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Noden '{0}' inneholder to underordnede noder med verdien {1} i key-attributtet. \r\n Node1: '{2}' \r\n Node2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Noden '{0}' ble ikke funnet","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","Den skrivebeskyttede parametren '{0}'  er ikke registrert i ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Objektet kan ikke formateres fordi den angitte formatstrengen er ugyldig: {0}","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Side kan bare inneholde én forekomst av '{0}' controll","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Vilkåret inneholder den skrivebeskyttede parameteren '{0}' som er i konflikt med egenskapen '{0}' i klassen '{1}'. Hvis du vil referere til den skrivebeskyttede parameteren, bruker den '@@{0}' syntaks. Hvis du vil referere til egenskapen, bruker du '@this.{0}' syntaks.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Objektet som er brukt, tilhører en annen ObjectSpace. Denne feilen kan oppstå når du manipulerer objekter via en ObjectSpace som ikke hører til disse objektene. Du kan for eksempel få denne feilmeldingen når du bruker metoden XafApplication.CreateDetailView i tilfelle du gir inn et objekt som ble hentet fra en annen ObjectSpace enn ObjectSpace som er brukt som en parameter i denne metoden. Hvis du vil rette denne feilen, bør du kontrollere at alle objekter du manipulere tilhører en ObjectSpace.\r\nI de fleste tilfeller, for å unngå denne feilen, er det tilstrekkelig å kalle ObjectSpace.GetObject/GetObjectByKey-metoder for å få et sendt objekt i mål-ObjectSpace.\r\nHvis dette ikke hjelper, kan du kontakte vår support-gruppe på http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Ingen tilgang","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Prosessen ble avbrutt","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Kan ikke oppdatere CriteriaWrapper fordi vilkåret bruker dynamiske parametre, men gjeldende objektet er ikke angitt. For å oppdatere CriteriaWrapper, kall UpdateParametersValues(Object currentObject)-metoden og send inn det gjeldende objektet som parameter.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Ressurs-element med navnet {0} finnes ikke","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","RuleSet clearing nektes","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Kilde-attributt uttrykk bør begynne med '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Kilde attributt bane bør bestå av ett eller flere navn på node og siste attributtnavn, som er avgrenset av ' \\' symbol: '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","SourceNode uttrykket bør begynne med '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","Aspektet '{0}' finnes ikke i collection av aspekter","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","Assembly '{0}' refererer ikke assembly {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","Klassen '{0}' finnes ikke i BOModel","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","ClassName-attributtet for den refererte view-noden er tom:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","ClassName-attributtet for den refererte view-noden refererer til en annen type. \r\nSnarvei objekt-type: {0} \r\nView-node objekt-type: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","Metoden CreateApplicationModulesManager returnerer null","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","Uttrykket bør bestå av søk uttrykk og kilde attributt navn som er adskilt med ';' symbol: '{0}'","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","'ExpressionString'-strengen inneholder {0} uttrykk","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","Filen {0} er ikke en *.dll eller *.config fil","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Det er allerede registrert en creator for formatet '{0}'","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,"SourceNode ='{0} \\ {1}' kan adressere til flere '{1}' noder (mer enn én)","Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
"Value","The 'Type' attribute cannot be empty","'Type'-attributtet kan ikke være tomt","Localization\Exceptions\SystemExceptions\TheTypeAttributeCannotBeEmpty",
"Value","the '{0}' type is not descendant of '{1}'","typen '{0}' er ikke avledet av '{1}'","Localization\Exceptions\SystemExceptions\TheTypeIsNotDescendantOf",
"Value","The value was locked","Verdien var låst","Localization\Exceptions\SystemExceptions\TheValueWasLocked",
"Value","The '{0}' type doesn't contain the '{1}' member","Typen '{0}' inneholder ikke medlemmet '{1}'","Localization\Exceptions\SystemExceptions\TypeDoesNotContainTheMember",
"Value","The '{0}' type isn't a enum type","Typen '{0}' er ikke en enum-type","Localization\Exceptions\SystemExceptions\TypeIsNotAEnum",
"Value","Unable to assign a disabled item. Action: {0}. Item: {1}. Disable reasons: {2}","Kan ikke tilordne et deaktivert element. Handling: '{0}'. element: '{1}'. Deaktiver grunner: '{2}'","Localization\Exceptions\SystemExceptions\UnableToAssignDisabledActionItem",
"Value","Unable to assign an invisible item. Action: {0}. Item: {1}. Invisible reasons: {2}","Kan ikke tilordne et usynlig element. Handling: {0}. Element: {1}. Usynlige grunner: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignInvisibleActionItem",
"Value","Unable to cast object of type '{0}' to type '{1}'","Kan ikke omgjøre objekt av typen '{0}' til typen '{1}'","Localization\Exceptions\SystemExceptions\UnableToCast",
