"Property Name",,"it-IT","Node Path","Description"
"Value","Root","Radice","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\Root.CustomizationFormText",
"Value","Root","Radice","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\Root.Text",
"Value","simpleSeparator1","separatoreSemplice1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\simpleSeparator1.CustomizationFormText",
"Value","simpleSeparator1","separatoreSemplice1","Localization\FrameTemplates\DevExpress.ExpressApp.Win.Templates.PopupForm\simpleSeparator1.Text",
"Value","Unable to save customization information:\n{0}","Impossibile salvare le personalizzazioni:\n{0}","Localization\Messages\UnableToSaveCustomization",
"Value","Actions","Azioni","Localization\Ribbon\ActionsPageGroup",
"Value","Home","Home","Localization\Ribbon\HomePage",
"Value","Aggregate operations","Operazioni di Aggregazione","Localization\Texts\Aggregates",
"Value","Avg(Field)\r\nEvaluates an average of all values in a collection.","Media(Campo)\r\nCalcola la media di tutti i valori presenti in un elenco.","Localization\Texts\AggregatesAvgDescription",
"Value","Count\r\nReturns the number of objects in a collection.","Conteggio\r\nRestituisce il numero di oggetti presenti in un elenco.","Localization\Texts\AggregatesCountDescription",
"Value","Max(Field)\r\nReturns the maximum expression value in a collection.","Max(Campo)\r\nRestituisce il valore massimo presente in un elenco.","Localization\Texts\AggregatesMaxDescription",
"Value","Min(Field)\r\nReturns the minimum expression value in a collection.","Min(Campo)\r\nRestituisce il valore minimo presente in un elenco.","Localization\Texts\AggregatesMinDescription",
"Value","Sum(Field)\r\nReturns a sum of all expression values in a collection.","Somma(Campo)\r\nRestituisce la somma di tutti i valori presenti in un elenco.","Localization\Texts\AggregatesSumDescription",
"Caption","Choose Theme","Scegli Tema","ActionDesign\Actions\ChooseTheme",
"Caption","Edit","Modifica","ActionDesign\Actions\Edit",
"Caption","Inline Edit","Modifica Inline","ActionDesign\Actions\InlineEdit",
"Caption","Edit","Modifica","ActionDesign\Actions\SwitchToEditMode",
"Caption","Quick create","Creazione Rapida","ActionDesign\Actions\QuickCreateAction",
"Caption","Navigate To","Naviga verso","ActionDesign\Actions\NavigateTo",
"Caption","Logon Attempts Amounted To Limit","Numero Massimo Tentativi Accesso","BOModel\DevExpress.ExpressApp.Web.LogonAttemptsAmountedToLimit",
"Caption","Parameterless Logon Failed Info","Informazioni Accesso Fallito senza Parametri","BOModel\DevExpress.ExpressApp.Web.ParameterlessLogonFailedInfo",
"Caption","Message","Messaggio","BOModel\DevExpress.ExpressApp.Web.ParameterlessLogonFailedInfo\OwnMembers\Message",
"Value","Clear","Clear","Localization\ASPxImagePropertyEditor\Clear",
"Value","Edit","Edit","Localization\ASPxImagePropertyEditor\Edit",
"Value","<enter a value>","<inserire un valore>","Localization\Controls\ASPxCriteriaEdit\EnterValueText",
"Value","All","Tutti","Localization\Controls\DevExpress.ASPxGridView\PageSizeAllRecords",
"Value","Items per page:","Righe per Pagina:","Localization\Controls\DevExpress.ASPxGridView\PageSizeCaption",
"Value","Hide image","Nascondi Immagine","Localization\Controls\DropDownImageEdit\HideImage",
"Value","Image","Immagine","Localization\Controls\DropDownImageEdit\PopupHeader",
"Value","Show image","Mostra Immagine","Localization\Controls\DropDownImageEdit\ShowImage",
"Value","There are no records to display.","Non ci sono records da visualizzare.","Localization\Messages\ThereAreNoRecordsToDisplay",
"Caption","Log On","Accedi","Views\LogonAttemptsAmountedToLimit_DetailView",
"Text","After three unsuccessful login attempts, the browser should be closed. Please consider contacting an administrator about your login details.","Dopo tre tentativi di accesso non riuscito, la volontà l'applicazione verrà chiusa. Si prega di contattare un amministratore per i dettagli di accesso.","Views\LogonAttemptsAmountedToLimit_DetailView\Items\LogonText",
"Caption","Log On","Accedi","Views\ParameterlessLogonFailedInfo_DefaultDetailView",
"Text","{0} Please consider contacting an administrator about your login details.","{0}  Si prega di contattare un amministratore per i dettagli di accesso.","Views\ParameterlessLogonFailedInfo_DefaultDetailView\Items\Message",
"Value","Blob data","Dati Blob","Localization\AuditTrail\BlobDataString",
"Value","N/A","N/A","Localization\AuditTrail\NullValueString",
"Caption","Validate","Convalida","ActionDesign\Actions\ShowAllContexts",
"ToolTip","Validate selected object(s) in all presented contexts","Convalida gli oggetti selezionati in tutti i contesti presentati","ActionDesign\Actions\ShowAllContexts",
"Caption","Context Validation Result","Risultato Convalida Contesto","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult",
"Caption","Context","Contesto","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\Context",
"Caption","State","Stato","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\State",
"Caption","Broken Rules","Regole Infrante","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\BrokenRules",
"Caption","Displayable Validation Result Items","Elementi Visualizzabili del Risultato di Convalida","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ContextValidationResult\OwnMembers\DisplayableValidationResultItems",
"Caption","Validation Details","Dettagli Convalida","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem",
"Caption","Rule Name","Nome Regola","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleName",
"Caption","Context Caption","Didascalia Contesto","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextCaption",
"Caption","Context Id","Id Contesto","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ContextId",
"Caption","Rule","Regola","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\Rule",
"Caption","State","Stato","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\State",
"Caption","Error Message","Messaggio di Errore","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\ErrorMessage",
"Caption","Target","Destinatario","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\TargetCaption",
"Caption","Rule Properties","Proprietà  Regola","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.DisplayableValidationResultItem\OwnMembers\RuleProperties",
"Caption","Validation Results","Risultati Convalida","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults",
"Caption","Results","Risultati","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\Results",
"Caption","Highlight Errors","Evidenzia Errori","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\HighlightErrors",
"Caption","Displayable Validation Result Items","Elementi Visualizzabili del Risultato di Convalida","BOModel\DevExpress.ExpressApp.Validation.AllContextsView.ValidationResults\OwnMembers\DisplayableValidationResultItems",
"Caption","IRule Base Properties","Proprietà  Base della IRule","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Id",
"Caption","Name","Nome","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Modello del Messaggio Personalizzato","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Tipo del Destinatario","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Id dei Contesti Destinatari","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Risultato Inverso","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Ignora Valori NULL o Vuoti","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Modello del Messaggio 'Ignora Valori NULL o Vuoti'","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Modello del messaggio 'Il Destinatario non Soddisfa i Criteri del Destinatario'","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Criteri del Destinatario","BOModel\DevExpress.Persistent.Validation.IRuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","IRule Collection Property Properties","Proprietà  della IRule per Proprietà  di tipo Collection","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties",
"Caption","Target Collection Owner Type","Tipo del Proprietario della Collection di Destinazione","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Nome della Proprietà  della Collection di Destinazione","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Modello del Messaggio 'Il Destinatario non Soddisfa i Criteri della Collection'","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Modello del Messaggio Aggiuntivo nella Convalida di Collection","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","IRule Combination Of Properties Is Unique Properties","Proprietà  della IRule 'Combinazione di Proprietà  deve essere Unica'","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Proprietà  di Destinazione","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Modello del messaggio 'Combinazione di Proprietà  deve essere Unica'","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","IRule Criteria Properties","Proprietà  dei Criteri della IRule","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties",
"Caption","Criteria","Criteri","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Modello del messaggio 'I criteri devono essere soddisfatti'","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","IRule From Bool Property Properties","Proprietà  della IRule 'Da Proprietà  Booleana'","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Modello del messaggio 'Deve essere Vero'","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Proprietà  Coinvolte","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","IRule Is Referenced Properties","Proprietà  della IRule 'E' Referenziato'","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties",
"Caption","Reference Property Name","Nome della Proprietà  del Tipo da Esaminare","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Tipo da Esaminare","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Modello del Messaggio 'Deve essere Referenziato'","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","Proprietà  della IRule 'Esiste Oggetto'","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Criteri","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Tipo da Esaminare","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Modello del Messaggio 'Deve Esistere'","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","Proprietà  della IRule 'Valore Proprietà '","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Nome della Proprietà  di Destinazione","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","Proprietà  della IRule 'Intervallo'","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Valore Minimo","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Espressione Valore Minimo","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Valore Massimo","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Espressione Valore Massimo","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Modello del Messaggio 'Deve Appartenere all'Intervallo'","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
