"Property Name",,"hr","Node Path","Description"
"Caption","Message Template Must Match Pattern","Message Template Must Match Pattern","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","IRule Required Field Properties","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Message Template Must Not Be Empty","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","IRule Search Object Properties","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Found Object Messages Separator","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Found Object Message Format","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Criteria Evaluation Behavior","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Include Current Object","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Message Template Found Objects","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","IRule String Comparison Properties","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Tio operatora","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Vrijednost operatora","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Zanemari veličinu slova","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Message Template Must Contain","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Message Template Must Begin With","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Message Template Must End With","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Message Template Must Be Equal","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Message Template Must Not Be Equal","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","IRule Supports Collection Aggregates Properties","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Target Collection Aggregate","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","IRule Unique Value Properties","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Found Object Message Format","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Message Template Must Be Unique","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","IRule Value Comparison Properties","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Right Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Right Operand Expression","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Operator Type","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Message Template Must Be Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Message Template Must Be Greater Than Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Message Template Must Be Greater Than Or Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Message Template Must Be Less Than Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Message Template Must Be Less Than Or Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Message Template Must Not Be Equal To Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Rule Base Properties","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","Naziv","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Predložak korisničke poruke","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Target Type","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Target Context IDs","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Izokreni rezultat","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Message Template Skip Null Or Empty Values","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Message Template Target Does Not Satisfy Target Criteria","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Target Criteria","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","Target Collection Owner Type","Target Collection Owner Type","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Target Collection Property Name","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Message Template Target Does Not Satisfy Collection Criteria","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Message Template Collection Validation Message Suffix","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","Rule Combination Of Properties Is Unique Properties","Rule Combination Of Properties Is Unique Properties","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Target Properties","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Message Template Combination Of Properties Must Be Unique","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","Rule Criteria Properties","Rule Criteria Properties","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties",
"Caption","Criteria","Criteria","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Message Template Must Satisfy Criteria","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Used Properties","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","Rule From Bool Property Properties","Rule From Bool Property Properties","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Message Template Must Be True","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Korištena svojstva","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","Rule Is Referenced Properties","Rule Is Referenced Properties","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties",
"Caption","Reference Property Name","Reference Property Name","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Traži","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Message Template Must Be Referenced","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","Rule Object Exists Properties","Rule Object Exists Properties","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties",
"Caption","Criteria","Criteria","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Looks For","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Message Template Must Exist","BOModel\DevExpress.Persistent.Validation.RuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","Rule Property Value Properties","Rule Property Value Properties","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties",
"Caption","Target Property Name","Target Property Name","BOModel\DevExpress.Persistent.Validation.RulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","Rule Range Properties","Rule Range Properties","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties",
"Caption","Minimum Value","Minimum Value","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Maximum Value","Maximum Value","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Message Template Must Be In Range","Message Template Must Be In Range","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","Target Collection Aggregate","Target Collection Aggregate","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\TargetCollectionAggregate",
"Caption","Minimum Value Expression","Minimum Value Expression","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value Expression","Maximum Value Expression","BOModel\DevExpress.Persistent.Validation.RuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Rule Regular Expression Properties","Rule Regular Expression Properties","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties",
"Caption","Pattern","Pattern","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Message Template Must Match Pattern","BOModel\DevExpress.Persistent.Validation.RuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","Rule Required Field Properties","Rule Required Field Properties","BOModel\DevExpress.Persistent.Validation.RuleRequiredFieldProperties",
"Caption","Message Template Must Not Be Empty","Message Template Must Not Be Empty","BOModel\DevExpress.Persistent.Validation.RuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","Rule Search Object Properties","Rule Search Object Properties","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties",
"Caption","Include Current Object","Include Current Object","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Found Object Messages Separator","Found Object Messages Separator","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Found Object Message Format","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Criteria Evaluation Behavior","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Message Template Found Objects","Message Template Found Objects","BOModel\DevExpress.Persistent.Validation.RuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","Validaton Results","Razultati provjere","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResult",
"Caption","Results","Rezultati","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResult\OwnMembers\Results",
"Caption","Validation Details","Detalji provjere","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem",
"Caption","Rule Name","Rule Name","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\RuleName",
"Caption","Target","Target","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\Target",
"Caption","Context Id","Context Id","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\ContextId",
"Caption","Rule","Rule","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\Rule",
"Caption","State","State","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\State",
"Caption","Error Message","Poruke greške","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItem\OwnMembers\ErrorMessage",
"Caption","Rule Set Validation Result Item Aggregate","Rule Set Validation Result Item Aggregate","BOModel\DevExpress.Persistent.Validation.RuleSetValidationResultItemAggregate",
